p01, 454.91, 573.77, 27.24, 20.84 
p02, 462.61, 550.61, 25.90, 13.32 
p03, 590.98, 696.93, 32.47, 20.09 
p04, 1321.89, 1264.53, 199.16, 16.10 
p05, 1039.68, 1520.53, 76.61, 1.09 
p06, 679.11, 1160.76, 57.15, 48.82 
p07, 782.41, 973.72, 29.08, 67.27 
p08, 8353.76, 6172.66, 1962.81, 228.95 
p09, 2669.29, 4275.12, 208.99, 117.76 
p10, 2692.06, 4132.31, 130.08, 200.31 
