d01,3126361.44,3532199.80,85427.10,16565.69
d02,3107775.85,3743549.71,84873.08,13445.49
d03,3085573.84,3901417.79,83869.48,21175.88
d04,7937588.57,8262690.25,204164.67,21147.45
d05,7903175.28,8820620.43,210500.85,26542.12
d06,3083461.58,4019585.94,84959.86,22071.07
d07,10792753.12,11590204.96,280996.99,29048.13
